total_length,num_points,sharp_turns,intersections,bounding_box_area,compactness,start_end_distance,angular_variance,label
0.14108314306835543,365,7,455,0.0009959144000002262,0.007059060199117489,0.006846787567908982,475.6787561701891,2
0.13763892225642005,333,6,356,0.0014891239999998964,0.010819061756569643,0.000278926513618493,395.3184317385999,3
0.14690946054109857,332,14,3110,0.0003263511999999476,0.002221444410713423,0.001561601741804433,598.2305703408939,2
0.12897630041080715,341,5,348,0.0014849444999999403,0.011513312874304729,0.0013756816492204926,368.78910262775395,3
0.2002358790066665,321,6,442,0.0011177396999998606,0.005582114981314849,0.0038210208060159186,362.0822596715456,4
0.146016413945479,323,8,326,0.0015081030000000484,0.010328311449719331,0.0002844292530634093,571.6819787270116,3
0.13560320059873274,313,3,369,0.0009708108000001787,0.007159202701069958,0.0009296235797306714,265.54615218387306,4
0.0984748707330608,225,5,294,0.000480844100000065,0.004882911715654906,0.00016124515496251056,562.8902943345267,1
0.08437280115251036,301,0,300,0.0016293731999998111,0.01931159304589868,0.0760010855185583,119.88022296584565,1
0.046013249652436077,218,1,233,0.00014544790000001873,0.003161000387902798,0.00027856776555430725,132.58963347880396,1
0.13937327334530544,344,2,406,0.0014380339999999076,0.010317860558796622,0.00024186773244288455,215.26325619917523,1
0.12957189148041595,315,2,400,0.0006809333999999781,0.005255255535903767,0.0003535533905999862,238.1581551623174,1
0.12437730425033892,328,6,347,0.001026987499999755,0.008257032954603182,0.0011887808881352363,533.1482342574702,3
0.1174726389959053,314,2,363,0.0007162535999996716,0.006097195109617293,0.0007917701686695158,254.8246022325514,2
0.09898629841685735,333,1,412,0.0006248572000003739,0.006312562546474218,0.000205182845291704,199.96549320017905,1
0.18025478005582407,328,2,331,0.0017658375000003655,0.009796342152221948,6.708203932722059e-05,302.92450031494536,5
0.07876798897797171,363,1,403,0.0002565971999998795,0.0032576329969734225,0.0009493682109753606,127.2566362887932,2
0.10809511346661045,366,4,381,0.0010151152000000033,0.009390944395590673,0.0015516765126710344,325.07852138598787,2
0.09802376384321254,318,4,374,0.0010093895999996223,0.010297396880353676,8.602325267212556e-05,313.25007366649754,1
0.10611534260025164,341,1,452,0.00024956100000017356,0.0023517899851701724,0.0010200490184411506,168.08975828601518,2
0.1082875210948475,361,6,370,0.0010183829999997718,0.009404435429893944,0.0015791770008463373,484.76580657421295,3
0.13741059103533387,325,13,2273,0.00013835920000003306,0.0010069034632450948,0.0014534441853734925,674.7548913724493,2
